label,value
summary_many_times_as_tourist_ycls_se,0.014800681467398973
summary_mexico_pre_estimate,0.018963113771450667
summary_mexico_pre_se,0.021844957865788026
summary_mexico_ycls_estimate,0.018755038512735727
summary_mexico_ycls_se,0.02392026761807172
summary_no_plans_to_look_for_work_pre_estimate,0.26900102494278594
summary_no_plans_to_look_for_work_pre_se,0.014351761453585295
summary_no_plans_to_look_for_work_ycls_estimate,0.14694971553736352
summary_no_plans_to_look_for_work_ycls_se,0.01436382995831125
summary_nurse_pre_estimate,0.08390629816993031
summary_nurse_pre_se,0.020441930730413636
summary_nurse_ycls_estimate,0.06434489887643056
summary_nurse_ycls_se,0.020063079367336076
summary_obama_birtherism_pre_estimate,0.24433206689918485
summary_obama_birtherism_pre_se,0.06939492777763671
summary_obama_birtherism_ycls_estimate,0.14040360992347609
summary_obama_birtherism_ycls_se,0.11073379519276916
summary_once_as_tourist_pre_estimate,0.07445420346394797
summary_once_as_tourist_pre_se,0.015660207869096308
summary_once_as_tourist_ycls_estimate,0.040057711108203664
summary_once_as_tourist_ycls_se,0.015048182949698828
summary_once_w_o_authorization_pre_estimate,0.10902725694331192
summary_once_w_o_authorization_pre_se,0.016182036795711195
summary_once_w_o_authorization_ycls_estimate,0.06277716035145722
summary_once_w_o_authorization_ycls_se,0.015750000258294056
summary_perceived_intentionality_pre_estimate,1.9696325063331832
summary_perceived_intentionality_pre_se,0.03610180989545625
summary_perceived_intentionality_ycls_estimate,0.8404183699408518
summary_perceived_intentionality_ycls_se,0.061883464843497556
summary_philippines_pre_estimate,0.004544190954881277
summary_philippines_pre_se,0.023878844794351473
summary_philippines_ycls_estimate,0.025153638458533047
summary_philippines_ycls_se,0.023920125458512995
summary_podesta_pre_estimate,0.6120357562203295
summary_podesta_pre_se,0.06903553199659407
summary_podesta_ycls_estimate,0.15441939068070001
summary_podesta_ycls_se,0.10691595260695295
summary_poland_pre_estimate,0.02042884747397054
summary_poland_pre_se,0.02130157788352134
summary_poland_ycls_estimate,0.015847577435620493
summary_poland_ycls_se,0.023494465073976845
summary_prefer_nukes_90_45_pre_estimate,1.4495512271219166
summary_prefer_nukes_90_45_pre_se,0.06420932760540356
summary_prefer_nukes_90_45_ycls_estimate,0.36235856080770923
summary_prefer_nukes_90_45_ycls_se,0.0743616038649811
summary_prefer_nukes_90_70_pre_estimate,1.014709517271019
summary_prefer_nukes_90_70_pre_se,0.06710079922515683
summary_prefer_nukes_90_70_ycls_estimate,0.22535043280693598
summary_prefer_nukes_90_70_ycls_se,0.07057920772512748
summary_program_a_pre_estimate,1.0502175372857254
summary_program_a_pre_se,0.1748891817607769
summary_program_a_ycls_estimate,0.33298660643496486
summary_program_a_ycls_se,0.059496836071999154
summary_redistribution_pre_estimate,7.550697845806826e-5
summary_redistribution_pre_se,0.037983748895818056
summary_redistribution_ycls_estimate,-0.04358679069385813
summary_redistribution_ycls_se,0.078778081537782485
summary_republicans_program_pre_estimate,0.3310052041369002
summary_republicans_program_pre_se,0.1640330359015435
summary_republicans_program_ycls_estimate,0.1269695669225608
summary_republicans_program_ycls_se,0.06145000050769057
summary_research_scientist_pre_estimate,0.11249082556087958
summary_research_scientist_pre_se,0.03031663733017884
summary_research_scientist_ycls_estimate,0.06680614661179425
summary_research_scientist_ycls_se,0.02621259371290855
summary_rich_s_share_of_income_changed_pre_estimate,0.36493824655810947
summary_rich_s_share_of_income_changed_pre_se,0.061710162952530276
summary_rich_s_share_of_income_changed_ycls_estimate,0.34113007410771884
summary_rich_s_share_of_income_changed_ycls_se,0.08028572020573152
summary_russian_hackers_pre_estimate,0.9477800711787797
summary_russian_hackers_pre_se,0.07804562152297392
summary_russian_hackers_ycls_estimate,0.6717271291947566
summary_russian_hackers_ycls_se,0.11681047152872716
summary_russian_reporters_pre_estimate,0.30495410944447165
summary_russian_reporters_pre_se,0.020285925444507413
summary_russian_reporters_ycls_estimate,0.25387482979024106
summary_russian_reporters_ycls_se,0.029680438161317303
summary_scaramucci_pre_estimate,0.5584456754957928
summary_scaramucci_pre_se,0.08233779076748873
summary_scaramucci_ycls_estimate,0.23258969036794072
summary_scaramucci_ycls_se,0.10684808755577557
summary_seek_better_job_pre_estimate,0.03210676443475166
summary_seek_better_job_pre_se,0.011223389451752967
summary_seek_better_job_ycls_estimate,0.02881803951828363
summary_seek_better_job_ycls_se,0.010390431242322485
summary_sex_trafficking_pre_estimate,0.5312126809108219
summary_sex_trafficking_pre_se,0.07136802161169076
summary_sex_trafficking_ycls_estimate,0.042469977034189955
summary_sex_trafficking_ycls_se,0.10861595639657787
summary_six_months_with_family_pre_estimate,0.08381948780282927
summary_six_months_with_family_pre_se,0.01567551063124539
summary_six_months_with_family_ycls_estimate,0.048088569628608704
summary_six_months_with_family_ycls_se,0.014736042785656257
summary_somalia_pre_estimate,0.07852950679104789
summary_somalia_pre_se,0.02299691146147199
summary_somalia_ycls_estimate,0.07282147200436401
summary_somalia_ycls_se,0.02294209983247236
summary_sudan_pre_estimate,0.058325917767414595
summary_sudan_pre_se,0.02360356876798313
summary_sudan_ycls_estimate,0.07279124004444044
summary_sudan_ycls_se,0.023174301940271064
summary_system_justification_pre_estimate,0.19848612120613865
summary_system_justification_pre_se,0.10620054197383487
summary_system_justification_ycls_estimate,0.07323374026348352
summary_system_justification_ycls_se,0.07468008980240722
summary_teacher_pre_estimate,0.06408473264799625
summary_teacher_pre_se,0.020813682094629467
summary_teacher_ycls_estimate,0.04637186924302847
summary_teacher_ycls_se,0.020058859407792177
summary_tried_english_but_unable_pre_estimate,0.13229355164270037
summary_tried_english_but_unable_pre_se,0.014142400172647692
summary_tried_english_but_unable_ycls_estimate,0.08669932948971636
summary_tried_english_but_unable_ycls_se,0.013805485011060773
summary_trust_in_government_pre_estimate,0.6233107909980574
summary_trust_in_government_pre_se,0.041047228959577624
summary_trust_in_government_ycls_estimate,0.1567766943287688
summary_trust_in_government_ycls_se,0.07610016288029585
summary_two_year_college_pre_estimate,0.14947154535215668
summary_two_year_college_pre_se,0.01905969252788601
summary_two_year_college_ycls_estimate,0.1057335019377555
summary_two_year_college_ycls_se,0.018057254132095836
summary_used_interpreter_pre_estimate,0.16317423179870336
summary_used_interpreter_pre_se,0.014147821463653293
summary_used_interpreter_ycls_estimate,0.08779673627216716
summary_used_interpreter_ycls_se,0.0134048550059147
summary_waiter_pre_estimate,0.006598375155037591
summary_waiter_pre_se,0.02011082807089671
summary_waiter_ycls_estimate,0.0027210039167339098
summary_waiter_ycls_se,0.020089983156804284
summary_welfare_v_aid_to_poor_pre_estimate,0.702066457212681
summary_welfare_v_aid_to_poor_pre_se,0.03557513442920205
summary_welfare_v_aid_to_poor_ycls_estimate,0.4344711671138927
summary_welfare_v_aid_to_poor_ycls_se,0.01812812837887351
summary_will_look_for_work_pre_estimate,0.11768998249386423
summary_will_look_for_work_pre_se,0.015073614328328487
summary_will_look_for_work_ycls_estimate,0.044973875380775914
summary_will_look_for_work_ycls_se,0.013721598475891173
table_2_easy_browser_estimate,0.659
table_2_easy_browser_se,0.019
table_2_easy_browser_webapp_estimate,0.11399999999999999
table_2_easy_browser_webapp_se,0.02758622844826744
table_2_easy_mobile_estimate,0.585
table_2_easy_mobile_se,0.017
table_2_easy_nonmobile_estimate,0.631
table_2_easy_nonmobile_mobile_estimate,0.04600000000000004
table_2_easy_nonmobile_mobile_se,0.027802877548915687
table_2_easy_nonmobile_se,0.022
table_2_easy_webapp_estimate,0.545
table_2_easy_webapp_se,0.02
table_2_hard_browser_estimate,0.223
table_2_hard_browser_se,0.016
table_2_hard_browser_webapp_estimate,0.069
table_2_hard_browser_webapp_se,0.0206155281280883
table_2_hard_mobile_estimate,0.16
table_2_hard_mobile_se,0.012
table_2_hard_nonmobile_estimate,0.24
table_2_hard_nonmobile_mobile_estimate,0.07999999999999999
table_2_hard_nonmobile_mobile_se,0.0233238075793812
table_2_hard_nonmobile_se,0.02
table_2_hard_webapp_estimate,0.154
table_2_hard_webapp_se,0.013
table_2_medium_browser_estimate,0.53
table_2_medium_browser_se,0.019
table_2_medium_browser_webapp_estimate,0.16000000000000003
table_2_medium_browser_webapp_se,0.026870057685088804
table_2_medium_mobile_estimate,0.42
table_2_medium_mobile_se,0.017
table_2_medium_nonmobile_estimate,0.5
table_2_medium_nonmobile_mobile_estimate,0.08000000000000002
table_2_medium_nonmobile_mobile_se,0.027802877548915687
table_2_medium_nonmobile_se,0.022
table_2_medium_webapp_estimate,0.37
table_2_medium_webapp_se,0.019
